unique_registros_ID,genus,species,subspecies,if_hybrid,sex,locality_code,lat_dec,lon_dec,revised_accuracy,elev_min_etiq,elev_max_etiq,elev_unidad,day,month,year,Date_if_string,colector,coleccion,image_link
28418,Heliconius,sapho,leuce,,macho,"Pasmompa, Area de Conservacion Guanacaste CRI GU",11.01916667,-85.41,,440,440,m,,,,"30/03/2003	 (eclosion)",,JANZEN - ACG,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28419,Heliconius,sapho,leuce,,macho,"Pasmompa, Area de Conservacion Guanacaste CRI GU",11.01916667,-85.41,,440,440,m,,,,"30/03/2003	 (eclosion)",,JANZEN - ACG,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28420,Heliconius,sapho,leuce,,macho,"Pasmompa, Area de Conservacion Guanacaste CRI GU",11.01916667,-85.41,,440,440,m,,,,"30/03/2003	 (eclosion)",,JANZEN - ACG,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28421,Heliconius,sapho,leuce,,macho,"Pasmompa, Area de Conservacion Guanacaste CRI GU",11.01916667,-85.41,,440,440,m,,,,"30/03/2003	 (eclosion)",,JANZEN - ACG,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28422,Heliconius,sapho,leuce,,macho,"Pasmompa, Area de Conservacion Guanacaste CRI GU",11.01916667,-85.41,,440,440,m,,,,"30/03/2003	 (eclosion)",,JANZEN - ACG,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28423,Heliconius,sapho,leuce,,macho,"Pasmompa, Area de Conservacion Guanacaste CRI GU",11.01916667,-85.41,,440,440,m,,,,"30/03/2003	 (eclosion)",,JANZEN - ACG,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28424,Heliconius,sapho,leuce,,macho,"Pasmompa, Area de Conservacion Guanacaste CRI GU",11.01916667,-85.41,,440,440,m,,,,"30/03/2003	 (eclosion)",,JANZEN - ACG,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28759,Heliconius,sapho,leuce,,,Quirigua Guatemala,15.31638889,-89.08305556,,4000,5000,ft,,,,April,,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28760,Heliconius,sapho,leuce,,hembra,Valle Motagua Guatemala,14.91141111,-90.04869722,30,,,,,,,,F.D.G & O.S.,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28761,Heliconius,sapho,leuce,,hembra,Valle Polochic Guatemala,15.25,-90.25,39.19,,,,,,,,F.D.G & O.S.,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28762,Heliconius,sapho,leuce,,macho,Sierra de las Minas Guatemala,15.16666667,-89.66666667,39.19,,,,,,,,Richardson,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28763,Heliconius,sapho,leuce,,,Puerto Barrios GUA IZ,15.71666667,-88.6,,,,,,,,July-Aug. 1904,A. Hall,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28764,Heliconius,sapho,leuce,,,Tucuru Guatemala,15.295,-90.40805556,,1350,1350,ft,,,,15-Aug,J. D. Norton,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28765,Heliconius,sapho,leuce,,hembra,Sierra de las Minas Guatemala,15.16666667,-89.66666667,39.19,,,,,,,,Richardson,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28766,Heliconius,sapho,leuce,,,Volcán de Santa María Guatemala,14.72357222,-91.56449167,5,4000,5000,ft,,,,August,,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28767,Heliconius,sapho,leuce,,macho,Cubilguitz Guatemala,15.66666667,-90.41666667,2,,,,,,,,Champion,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28768,Heliconius,sapho,leuce,,macho,Cahabón Guatemala,15.56666667,-89.81666667,,,,,,,,,Champion,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28769,Heliconius,sapho,leuce,,macho,Panzos Guatemala,15.40416667,-91.08388889,,,,,,,,,Champion,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28770,Heliconius,sapho,leuce,,macho,Valle Chisoy Guatemala,15.38333333,-90.65,,,,,,,,,F.D.G & O.S.,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28771,Heliconius,sapho,leuce,,macho,Panimá Guatemala,15.25,-90.13333333,,,,,,,,,Champion,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28772,Heliconius,sapho,leuce,,macho,Izabal Guatemala,15.4,-89.13305556,,,,,,,,,F.D.G & O.S.,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28773,Heliconius,sapho,leuce,,macho,Teleman Guatemala,15.35416667,-90.81888889,,,,,,,,,Champion,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28774,Heliconius,sapho,leuce,,,Quirigua Guatemala,15.31638889,-89.08305556,,4000,5000,ft,,,,June,,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28775,Heliconius,sapho,leuce,,,Izabal Guatemala,15.4,-89.13305556,,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28776,Heliconius,sapho,leuce,,,Valle Motagua Guatemala,14.91141111,-90.04869722,30,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28777,Heliconius,sapho,leuce,,,Bosques al N de Verapaz Guatemala,15.75234167,-90.10980833,75,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28778,Heliconius,sapho,leuce,,,Valle Polochic Guatemala,15.25,-90.25,39.19,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28779,Heliconius,sapho,leuce,,,Cubilguitz Guatemala,15.66666667,-90.41666667,2,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28780,Heliconius,sapho,leuce,,,Panimá Guatemala,15.25,-90.13333333,,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28781,Heliconius,sapho,leuce,,,Teleman Guatemala,15.35416667,-90.81888889,,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28782,Heliconius,sapho,leuce,,,Panzos Guatemala,15.40416667,-91.08388889,,,,,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28783,Heliconius,sapho,leuce,,,PNLL Guatemala,15.91888889,-90.67315278,10,,,,,,,,CAMH,Mercedes-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28784,Heliconius,sapho,leuce,,,PNSL/Bethel Guatemala,16.80095556,-90.81572778,2,,,,,,,,CAMH,Mercedes-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28785,Heliconius,sapho,leuce,,,Las Escobas Guatemala,15.68305556,-88.63305556,,,,,,,,,J.P. Nauger,Mercedes-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28786,Heliconius,sapho,leuce,,,San Enrique Guatemala,15.08333333,-89.2,2,,,,,,,,J. Monzón,Mercedes-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28787,Heliconius,sapho,leuce,,macho,Cayuga Guatemala,15.545,-91.73638889,,,,,,,,,,SI-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28788,Heliconius,sapho,leuce,,macho,Cayuga Guatemala,15.545,-91.73638889,,,,,,11,,,Schaus and Barnes,SI-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28789,Heliconius,sapho,leuce,,macho,"Lachua, Comunidad San Marcos Guatemala",15.91888889,-90.67315278,10,,,,14,4,1999,,CAMH # 419,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28790,Heliconius,sapho,leuce,,macho,"Lachua, Comunidad Tzetoc Guatemala",15.91888889,-90.67315278,10,,,,17,2,1999,,CAMH # 417,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28791,Heliconius,sapho,leuce,,macho,"Lachua, Comunidad Rocja Guatemala",15.91888889,-90.67315278,10,,,,16,2,1999,,CAMH # 420,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28792,Heliconius,sapho,leuce,,macho,Las Escobas Guatemala,15.68305556,-88.63305556,,,,,15,2,1987,,M. I. Obiols,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28793,Heliconius,sapho,leuce,,macho,San Enrique Guatemala,15.08333333,-89.2,2,,,,28,3,1991,,J. Monzón,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28794,Heliconius,sapho,leuce,,H,Las Escobas Guatemala,15.68305556,-88.63305556,,,,,24,4,1983,,,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28795,Heliconius,sapho,leuce,,macho,Las Escobas Guatemala,15.68305556,-88.63305556,,,,,4,7,1987,,J. P. Rauger,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28796,Heliconius,sapho,leuce,,macho,Las Escobas Guatemala,15.68305556,-88.63305556,,,,,4,7,1987,,J. P. Rauger,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28797,Heliconius,sapho,leuce,,H,Las Escobas Guatemala,15.68305556,-88.63305556,,,,,7,2,1987,,J. P. Rauger,UVG-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28850,Heliconius,sapho,leuce,,,Río Sarstoon Belize,15.90228056,-89.06996944,15,,,m,,,,,,BCA-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28855,Heliconius,sapho,leuce,,,R. Sarstoon Belize,15.90228056,-89.06996944,15,,,m,,,,,Blancaneau,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28873,Heliconius,sapho,leuce,,,Punta Gorda Belize,16.1,-88.8,2,,,m,,,,,B. B. Arzu,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28874,Heliconius,sapho,leuce,,,Punta Gorda Belize,16.1,-88.8,2,,,m,,4,1913,13-Apr,R. Norton,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28882,Heliconius,sapho,leuce,,,Cayo Belize,17.15611111,-89.07138889,2,,,m,,,,,,Shuey/Cayo-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28896,Heliconius,sapho,leuce,,,no data Belize,,,,,,m,,,,,,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
28897,Heliconius,sapho,leuce,,,no data Belize,,,,,,m,,,,,,BMNH-Gutiérrez,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29084,Heliconius,sapho,leuce,,descononcido,El Cairo NIC SJ,11.06666667,-85.1,2,,,m,,,,,,KB 1979,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29102,Heliconius,sapho,leuce,,descononcido,Chimalapa - San Miguel MEX OA,16.71666667,-94.68333333,2,,,m,,,,,,KB 1979,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29180,Heliconius,sapho,sapho,,descononcido,Cabo Corrientes COL CH,5.489488,-77.526444,2,,,m,,,,,,KB 1979,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_s_sapho/G_and_S_illustration_plate_18_f._5_6.jpg
29181,Heliconius,sapho,chocoensis,,descononcido,Cabo Corrientes COL CH,5.489488,-77.526444,2,,,m,,,,,,KB 1979,http://butterfliesofamerica.com/Lamas/heliconius1354.jpg
29247,Heliconius,sapho,candidus,,descononcido,Flavio Alfaro ECD MA,-0.4,-79.91666667,2,,,m,,,,,,KB 1979,https://www.cliniquevetodax.com/Heliconius/images/sapho%20candidus%20big.jpg
29258,Heliconius,sapho,candidus,,descononcido,Sigchos ECD CO,-0.7,-78.88333333,50,,,m,,,,,,KB 1979,https://www.cliniquevetodax.com/Heliconius/images/sapho%20candidus%20big.jpg
29435,Heliconius,sapho,leuce,,unknown,HUIMANGUILLO MEX TA,17.85,-93.38333333,2,,,m,8,6,1995,,A. Domínguez,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29436,Heliconius,sapho,leuce,,unknown,HUIMANGUILLO MEX TA,17.85,-93.38333333,2,,,m,13,4,1995,,A. Domínguez,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29437,Heliconius,sapho,leuce,,unknown,Tamaulipas PROVINCE,25.1276,-98.28731667,350,,,m,13,5,1995,,I. Villegas,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29438,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,26,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29439,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,24,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29440,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,24,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29441,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,22,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29442,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,26,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29443,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,28,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29444,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,26,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29445,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,23,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29446,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,23,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29447,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,22,3,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29448,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,22,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29449,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,22,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29450,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,24,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29451,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,24,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29452,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,25,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29453,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,26,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29454,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,22,8,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29455,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,27,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29456,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,22,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29457,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,22,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29458,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,25,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29459,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,24,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
29460,Heliconius,sapho,leuce,,unknown,SANTA MARIA CHIMALAPA MEX OA,16.96,-97.69444444,2,,,m,24,6,1995,,JLSG & M. Vences,CONABIO - Herrera,http://butterfliesofamerica.com/images/Nymphalidae/Heliconiini/Heliconius_sapho_leuce/Heliconius_sapho_leuce_Paleque_CHIS_MX_24-V-90_206.jpg
